SYMBOL_ID,UNIVERSAL_SYMBOL,COUNTRY_ISO_3166-1_ALPHA_2_CODE,COUNTRY,EXCHANGE_MIC,EXCHANGE_OPERATING_MIC,EXCHANGE_NAME_INSTITUTION_DESCRIPTION,EXCHANGE_ACRONYM,COMPANY,IPOYEAR,SECTOR,INDUSTRY,NASDAQ,ZACKS,REUTERS,FIDELITY,TD_AMERITRADE,TMX_MONEY,BLOOMBERG,YAHOO,CNBC,THE_STREET,INTERNET_BUSINESS_DAILY,STOCK_EARNINGS,BARCHART,VECTOR_VEST,INVESTING
84,US_XNAS_AIH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Aesthetic Medical International Holdings Group Ltd.,2019,Health Care,Medical Specialities,AIH,AIH,AIH,AIH,AIH,,AIH:US,AIH,AIH,AIH,AIH,AIH,AIH,AIH,AIH
85,US_XNAS_AEZS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AEterna Zentaris Inc.,n/a,Health Care,Major Pharmaceuticals,AEZS,AEZS,AEZS,AEZS,AEZS,,AEZS:US,AEZS,AEZS,AEZS,AEZS,AEZS,AEZS,AEZS,AEZS
86,US_XNAS_AEMD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Aethlon Medical, Inc.",n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,AEMD,AEMD,AEMD,AEMD,AEMD,,AEMD:US,AEMD,AEMD,AEMD,AEMD,AEMD,AEMD,AEMD,AEMD
87,US_XNAS_AFMD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Affimed N.V.,2014,Health Care,Major Pharmaceuticals,AFMD,AFMD,AFMD,AFMD,AFMD,,AFMD:US,AFMD,AFMD,AFMD,AFMD,AFMD,AFMD,AFMD,AFMD
88,US_XNAS_AFYA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Afya Limited,2019,Consumer Services,Other Consumer Services,AFYA,AFYA,AFYA,AFYA,AFYA,,AFYA:US,AFYA,AFYA,AFYA,AFYA,AFYA,AFYA,AFYA,AFYA
89,US_XNAS_AGBA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGBA Acquisition Limited,2019,Finance,Business Services,AGBA,AGBA,AGBA,AGBA,AGBA,,AGBA:US,AGBA,AGBA,AGBA,AGBA,AGBA,AGBA,AGBA,AGBA
90,US_XNAS_AGBAR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGBA Acquisition Limited,2019,Finance,Business Services,AGBAR,AGBAR,AGBAR,AGBAR,AGBAR,,AGBAR:US,AGBAR,AGBAR,AGBAR,AGBAR,AGBAR,AGBAR,AGBAR,AGBAR
91,US_XNAS_AGBAU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGBA Acquisition Limited,2019,Finance,Business Services,AGBAU,AGBAU,AGBAU,AGBAU,AGBAU,,AGBAU:US,AGBAU,AGBAU,AGBAU,AGBAU,AGBAU,AGBAU,AGBAU,AGBAU
92,US_XNAS_AGBAW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGBA Acquisition Limited,2019,Finance,Business Services,AGBAW,AGBAW,AGBAW,AGBAW,AGBAW,,AGBAW:US,AGBAW,AGBAW,AGBAW,AGBAW,AGBAW,AGBAW,AGBAW,AGBAW
93,US_XNAS_AGEN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Agenus Inc.,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),AGEN,AGEN,AGEN,AGEN,AGEN,,AGEN:US,AGEN,AGEN,AGEN,AGEN,AGEN,AGEN,AGEN,AGEN
94,US_XNAS_AGRX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Agile Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,AGRX,AGRX,AGRX,AGRX,AGRX,,AGRX:US,AGRX,AGRX,AGRX,AGRX,AGRX,AGRX,AGRX,AGRX
95,US_XNAS_AGYS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Agilysys, Inc.",n/a,Technology,EDP Services,AGYS,AGYS,AGYS,AGYS,AGYS,,AGYS:US,AGYS,AGYS,AGYS,AGYS,AGYS,AGYS,AGYS,AGYS
96,US_XNAS_AGIO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Agios Pharmaceuticals, Inc.",2013,Health Care,Major Pharmaceuticals,AGIO,AGIO,AGIO,AGIO,AGIO,,AGIO:US,AGIO,AGIO,AGIO,AGIO,AGIO,AGIO,AGIO,AGIO
97,US_XNAS_AGMH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGM Group Holdings Inc.,2018,Technology,EDP Services,AGMH,AGMH,AGMH,AGMH,AGMH,,AGMH:US,AGMH,AGMH,AGMH,AGMH,AGMH,AGMH,AGMH,AGMH
98,US_XNAS_AGNC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGNC Investment Corp.,2008,Consumer Services,Real Estate Investment Trusts,AGNC,AGNC,AGNC,AGNC,AGNC,,AGNC:US,AGNC,AGNC,AGNC,AGNC,AGNC,AGNC,AGNC,AGNC
99,US_XNAS_AGNCM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,AGNCM,AGNCM,AGNCM,AGNCM,AGNCM,,AGNCM:US,AGNCM,AGNCM,AGNCM,AGNCM,AGNCM,AGNCM,AGNCM,AGNCM
100,US_XNAS_AGNCN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,AGNCN,AGNCN,AGNCN,AGNCN,AGNCN,,AGNCN:US,AGNCN,AGNCN,AGNCN,AGNCN,AGNCN,AGNCN,AGNCN,AGNCN
101,US_XNAS_AGNCO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AGNC Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts,AGNCO,AGNCO,AGNCO,AGNCO,AGNCO,,AGNCO:US,AGNCO,AGNCO,AGNCO,AGNCO,AGNCO,AGNCO,AGNCO,AGNCO
102,US_XNAS_AGFS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"AgroFresh Solutions, Inc.",2014,Finance,Business Services,AGFS,AGFS,AGFS,AGFS,AGFS,,AGFS:US,AGFS,AGFS,AGFS,AGFS,AGFS,AGFS,AGFS,AGFS
103,US_XNAS_AGFSW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"AgroFresh Solutions, Inc.",2014,Finance,Business Services,AGFSW,AGFSW,AGFSW,AGFSW,AGFSW,,AGFSW:US,AGFSW,AGFSW,AGFSW,AGFSW,AGFSW,AGFSW,AGFSW,AGFSW
104,US_XNAS_ALRN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Aileron Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,ALRN,ALRN,ALRN,ALRN,ALRN,,ALRN:US,ALRN,ALRN,ALRN,ALRN,ALRN,ALRN,ALRN,ALRN
105,US_XNAS_AIMT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Aimmune Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,AIMT,AIMT,AIMT,AIMT,AIMT,,AIMT:US,AIMT,AIMT,AIMT,AIMT,AIMT,AIMT,AIMT,AIMT
106,US_XNAS_AIRT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Air T, Inc.",n/a,Transportation,Air Freight/Delivery Services,AIRT,AIRT,AIRT,AIRT,AIRT,,AIRT:US,AIRT,AIRT,AIRT,AIRT,AIRT,AIRT,AIRT,AIRT
107,US_XNAS_AIRTP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Air T, Inc.",n/a,Transportation,Air Freight/Delivery Services,AIRTP,AIRTP,AIRTP,AIRTP,AIRTP,,AIRTP:US,AIRTP,AIRTP,AIRTP,AIRTP,AIRTP,AIRTP,AIRTP,AIRTP
108,US_XNAS_AIRTW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Air T, Inc.",n/a,Transportation,Air Freight/Delivery Services,AIRTW,AIRTW,AIRTW,AIRTW,AIRTW,,AIRTW:US,AIRTW,AIRTW,AIRTW,AIRTW,AIRTW,AIRTW,AIRTW,AIRTW
109,US_XNAS_ATSG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Air Transport Services Group, Inc",n/a,Transportation,Air Freight/Delivery Services,ATSG,ATSG,ATSG,ATSG,ATSG,,ATSG:US,ATSG,ATSG,ATSG,ATSG,ATSG,ATSG,ATSG,ATSG
110,US_XNAS_AIRG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Airgain, Inc.",2016,Technology,Radio And Television Broadcasting And Communications Equipment,AIRG,AIRG,AIRG,AIRG,AIRG,,AIRG:US,AIRG,AIRG,AIRG,AIRG,AIRG,AIRG,AIRG,AIRG
111,US_XNAS_ANTE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AirNet Technology Inc.,n/a,Technology,Advertising,ANTE,ANTE,ANTE,ANTE,ANTE,,ANTE:US,ANTE,ANTE,ANTE,ANTE,ANTE,ANTE,ANTE,ANTE
112,US_XNAS_AKAM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Akamai Technologies, Inc.",1999,Miscellaneous,Business Services,AKAM,AKAM,AKAM,AKAM,AKAM,,AKAM:US,AKAM,AKAM,AKAM,AKAM,AKAM,AKAM,AKAM,AKAM
113,US_XNAS_AKTX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Akari Therapeutics Plc,n/a,Health Care,Major Pharmaceuticals,AKTX,AKTX,AKTX,AKTX,AKTX,,AKTX:US,AKTX,AKTX,AKTX,AKTX,AKTX,AKTX,AKTX,AKTX
114,US_XNAS_SONG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Akazoo S.A.,n/a,Consumer Services,Broadcasting,SONG,SONG,SONG,SONG,SONG,,SONG:US,SONG,SONG,SONG,SONG,SONG,SONG,SONG,SONG
115,US_XNAS_SONGW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Akazoo S.A.,n/a,Consumer Services,Broadcasting,SONGW,SONGW,SONGW,SONGW,SONGW,,SONGW:US,SONGW,SONGW,SONGW,SONGW,SONGW,SONGW,SONGW,SONGW
116,US_XNAS_AKCA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Akcea Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,AKCA,AKCA,AKCA,AKCA,AKCA,,AKCA:US,AKCA,AKCA,AKCA,AKCA,AKCA,AKCA,AKCA,AKCA
117,US_XNAS_AKBA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Akebia Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,AKBA,AKBA,AKBA,AKBA,AKBA,,AKBA:US,AKBA,AKBA,AKBA,AKBA,AKBA,AKBA,AKBA,AKBA
118,US_XNAS_KERN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Akerna Corp.,2018,Technology,EDP Services,KERN,KERN,KERN,KERN,KERN,,KERN:US,KERN,KERN,KERN,KERN,KERN,KERN,KERN,KERN
119,US_XNAS_KERNW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Akerna Corp.,2018,Technology,EDP Services,KERNW,KERNW,KERNW,KERNW,KERNW,,KERNW:US,KERNW,KERNW,KERNW,KERNW,KERNW,KERNW,KERNW,KERNW
120,US_XNAS_AKRO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Akero Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,AKRO,AKRO,AKRO,AKRO,AKRO,,AKRO:US,AKRO,AKRO,AKRO,AKRO,AKRO,AKRO,AKRO,AKRO
121,US_XNAS_AKER,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Akers Biosciences Inc.,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,AKER,AKER,AKER,AKER,AKER,,AKER:US,AKER,AKER,AKER,AKER,AKER,AKER,AKER,AKER
122,US_XNAS_AKRX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Akorn, Inc.",n/a,Health Care,Major Pharmaceuticals,AKRX,AKRX,AKRX,AKRX,AKRX,,AKRX:US,AKRX,AKRX,AKRX,AKRX,AKRX,AKRX,AKRX,AKRX
123,US_XNAS_AKTS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Akoustis Technologies, Inc.",n/a,Public Utilities,Telecommunications Equipment,AKTS,AKTS,AKTS,AKTS,AKTS,,AKTS:US,AKTS,AKTS,AKTS,AKTS,AKTS,AKTS,AKTS,AKTS
124,US_XNAS_ALRM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alarm.com Holdings, Inc.",2015,Technology,Computer Software: Prepackaged Software,ALRM,ALRM,ALRM,ALRM,ALRM,,ALRM:US,ALRM,ALRM,ALRM,ALRM,ALRM,ALRM,ALRM,ALRM
125,US_XNAS_ALSK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alaska Communications Systems Group, Inc.",1999,Public Utilities,Telecommunications Equipment,ALSK,ALSK,ALSK,ALSK,ALSK,,ALSK:US,ALSK,ALSK,ALSK,ALSK,ALSK,ALSK,ALSK,ALSK
126,US_XNAS_ALAC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alberton Acquisition Corporation,2018,Finance,Business Services,ALAC,ALAC,ALAC,ALAC,ALAC,,ALAC:US,ALAC,ALAC,ALAC,ALAC,ALAC,ALAC,ALAC,ALAC
127,US_XNAS_ALACR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alberton Acquisition Corporation,2018,Finance,Business Services,ALACR,ALACR,ALACR,ALACR,ALACR,,ALACR:US,ALACR,ALACR,ALACR,ALACR,ALACR,ALACR,ALACR,ALACR
128,US_XNAS_ALACU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alberton Acquisition Corporation,2018,Finance,Business Services,ALACU,ALACU,ALACU,ALACU,ALACU,,ALACU:US,ALACU,ALACU,ALACU,ALACU,ALACU,ALACU,ALACU,ALACU
129,US_XNAS_ALACW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alberton Acquisition Corporation,2018,Finance,Business Services,ALACW,ALACW,ALACW,ALACW,ALACW,,ALACW:US,ALACW,ALACW,ALACW,ALACW,ALACW,ALACW,ALACW,ALACW
130,US_XNAS_ALBO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Albireo Pharma, Inc.",n/a,Health Care,Major Pharmaceuticals,ALBO,ALBO,ALBO,ALBO,ALBO,,ALBO:US,ALBO,ALBO,ALBO,ALBO,ALBO,ALBO,ALBO,ALBO
131,US_XNAS_ALDX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Aldeyra Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,ALDX,ALDX,ALDX,ALDX,ALDX,,ALDX:US,ALDX,ALDX,ALDX,ALDX,ALDX,ALDX,ALDX,ALDX
132,US_XNAS_ALEC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alector, Inc.",2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ALEC,ALEC,ALEC,ALEC,ALEC,,ALEC:US,ALEC,ALEC,ALEC,ALEC,ALEC,ALEC,ALEC,ALEC
133,US_XNAS_ALRS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alerus Financial Corporation,2019,Finance,Major Banks,ALRS,ALRS,ALRS,ALRS,ALRS,,ALRS:US,ALRS,ALRS,ALRS,ALRS,ALRS,ALRS,ALRS,ALRS
134,US_XNAS_ALXN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alexion Pharmaceuticals, Inc.",1996,Health Care,Major Pharmaceuticals,ALXN,ALXN,ALXN,ALXN,ALXN,,ALXN:US,ALXN,ALXN,ALXN,ALXN,ALXN,ALXN,ALXN,ALXN
135,US_XNAS_ALCO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alico, Inc.",n/a,Consumer Non-Durables,Farming/Seeds/Milling,ALCO,ALCO,ALCO,ALCO,ALCO,,ALCO:US,ALCO,ALCO,ALCO,ALCO,ALCO,ALCO,ALCO,ALCO
136,US_XNAS_ALGN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Align Technology, Inc.",2001,Health Care,Industrial Specialties,ALGN,ALGN,ALGN,ALGN,ALGN,,ALGN:US,ALGN,ALGN,ALGN,ALGN,ALGN,ALGN,ALGN,ALGN
137,US_XNAS_ALIM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alimera Sciences, Inc.",2010,Health Care,Major Pharmaceuticals,ALIM,ALIM,ALIM,ALIM,ALIM,,ALIM:US,ALIM,ALIM,ALIM,ALIM,ALIM,ALIM,ALIM,ALIM
138,US_XNAS_ALYA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alithya Group inc.,n/a,Technology,"Computer Software: Programming, Data Processing",ALYA,ALYA,ALYA,ALYA,ALYA,,ALYA:US,ALYA,ALYA,ALYA,ALYA,ALYA,ALYA,ALYA,ALYA
139,US_XNAS_ALJJ,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"ALJ Regional Holdings, Inc.",n/a,Miscellaneous,Business Services,ALJJ,ALJJ,ALJJ,ALJJ,ALJJ,,ALJJ:US,ALJJ,ALJJ,ALJJ,ALJJ,ALJJ,ALJJ,ALJJ,ALJJ
140,US_XNAS_ALKS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alkermes plc,1991,Health Care,Major Pharmaceuticals,ALKS,ALKS,ALKS,ALKS,ALKS,,ALKS:US,ALKS,ALKS,ALKS,ALKS,ALKS,ALKS,ALKS,ALKS
141,US_XNAS_ALLK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allakos Inc.,2018,Health Care,Major Pharmaceuticals,ALLK,ALLK,ALLK,ALLK,ALLK,,ALLK:US,ALLK,ALLK,ALLK,ALLK,ALLK,ALLK,ALLK,ALLK
142,US_XNAS_ABTX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allegiance Bancshares, Inc.",2015,Finance,Major Banks,ABTX,ABTX,ABTX,ABTX,ABTX,,ABTX:US,ABTX,ABTX,ABTX,ABTX,ABTX,ABTX,ABTX,ABTX
143,US_XNAS_ALGT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allegiant Travel Company,2006,Transportation,Air Freight/Delivery Services,ALGT,ALGT,ALGT,ALGT,ALGT,,ALGT:US,ALGT,ALGT,ALGT,ALGT,ALGT,ALGT,ALGT,ALGT
144,US_XNAS_ALGR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allegro Merger Corp.,2018,Finance,Business Services,ALGR,ALGR,ALGR,ALGR,ALGR,,ALGR:US,ALGR,ALGR,ALGR,ALGR,ALGR,ALGR,ALGR,ALGR
145,US_XNAS_ALGRR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allegro Merger Corp.,2018,Finance,Business Services,ALGRR,ALGRR,ALGRR,ALGRR,ALGRR,,ALGRR:US,ALGRR,ALGRR,ALGRR,ALGRR,ALGRR,ALGRR,ALGRR,ALGRR
146,US_XNAS_ALGRU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allegro Merger Corp.,2018,Finance,Business Services,ALGRU,ALGRU,ALGRU,ALGRU,ALGRU,,ALGRU:US,ALGRU,ALGRU,ALGRU,ALGRU,ALGRU,ALGRU,ALGRU,ALGRU
147,US_XNAS_ALGRW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allegro Merger Corp.,2018,Finance,Business Services,ALGRW,ALGRW,ALGRW,ALGRW,ALGRW,,ALGRW:US,ALGRW,ALGRW,ALGRW,ALGRW,ALGRW,ALGRW,ALGRW,ALGRW
148,US_XNAS_ALNA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allena Pharmaceuticals, Inc.",2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ALNA,ALNA,ALNA,ALNA,ALNA,,ALNA:US,ALNA,ALNA,ALNA,ALNA,ALNA,ALNA,ALNA,ALNA
149,US_XNAS_ARLP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alliance Resource Partners, L.P.",1999,Energy,Coal Mining,ARLP,ARLP,ARLP,ARLP,ARLP,,ARLP:US,ARLP,ARLP,ARLP,ARLP,ARLP,ARLP,ARLP,ARLP
150,US_XNAS_LNT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alliant Energy Corporation,n/a,Public Utilities,Power Generation,LNT,LNT,LNT,LNT,LNT,,LNT:US,LNT,LNT,LNT,LNT,LNT,LNT,LNT,LNT
151,US_XNAS_AESE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allied Esports Entertainment, Inc.",2017,Consumer Services,Services-Misc. Amusement & Recreation,AESE,AESE,AESE,AESE,AESE,,AESE:US,AESE,AESE,AESE,AESE,AESE,AESE,AESE,AESE
152,US_XNAS_AHPI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allied Healthcare Products, Inc.",1992,Health Care,Industrial Specialties,AHPI,AHPI,AHPI,AHPI,AHPI,,AHPI:US,AHPI,AHPI,AHPI,AHPI,AHPI,AHPI,AHPI,AHPI
153,US_XNAS_AMOT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allied Motion Technologies, Inc.",n/a,Capital Goods,Electrical Products,AMOT,AMOT,AMOT,AMOT,AMOT,,AMOT:US,AMOT,AMOT,AMOT,AMOT,AMOT,AMOT,AMOT,AMOT
154,US_XNAS_ALLO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allogene Therapeutics, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ALLO,ALLO,ALLO,ALLO,ALLO,,ALLO:US,ALLO,ALLO,ALLO,ALLO,ALLO,ALLO,ALLO,ALLO
155,US_XNAS_ALLT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Allot Ltd.,2006,Technology,Computer Communications Equipment,ALLT,ALLT,ALLT,ALLT,ALLT,,ALLT:US,ALLT,ALLT,ALLT,ALLT,ALLT,ALLT,ALLT,ALLT
156,US_XNAS_MDRX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Allscripts Healthcare Solutions, Inc.",n/a,Technology,EDP Services,MDRX,MDRX,MDRX,MDRX,MDRX,,MDRX:US,MDRX,MDRX,MDRX,MDRX,MDRX,MDRX,MDRX,MDRX
157,US_XNAS_ALNY,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alnylam Pharmaceuticals, Inc.",2004,Health Care,Major Pharmaceuticals,ALNY,ALNY,ALNY,ALNY,ALNY,,ALNY:US,ALNY,ALNY,ALNY,ALNY,ALNY,ALNY,ALNY,ALNY
158,US_XNAS_AOSL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alpha and Omega Semiconductor Limited,2010,Technology,Semiconductors,AOSL,AOSL,AOSL,AOSL,AOSL,,AOSL:US,AOSL,AOSL,AOSL,AOSL,AOSL,AOSL,AOSL,AOSL
159,US_XNAS_GOOG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alphabet Inc.,2004,Technology,"Computer Software: Programming, Data Processing",GOOG,GOOG,GOOG,GOOG,GOOG,,GOOG:US,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
160,US_XNAS_GOOGL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alphabet Inc.,n/a,Technology,"Computer Software: Programming, Data Processing",GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,GOOGL:US,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
161,US_XNAS_SMCP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,AlphaMark Actively Managed Small Cap ETF,n/a,n/a,n/a,SMCP,SMCP,SMCP,SMCP,SMCP,,SMCP:US,SMCP,SMCP,SMCP,SMCP,SMCP,SMCP,SMCP,SMCP
162,US_XNAS_ATEC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alphatec Holdings, Inc.",2006,Health Care,Medical/Dental Instruments,ATEC,ATEC,ATEC,ATEC,ATEC,,ATEC:US,ATEC,ATEC,ATEC,ATEC,ATEC,ATEC,ATEC,ATEC
163,US_XNAS_ALPN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Alpine Immune Sciences, Inc.",2015,Health Care,Major Pharmaceuticals,ALPN,ALPN,ALPN,ALPN,ALPN,,ALPN:US,ALPN,ALPN,ALPN,ALPN,ALPN,ALPN,ALPN,ALPN
164,US_XNAS_ALTR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Altair Engineering Inc.,2017,Technology,Computer Software: Prepackaged Software,ALTR,ALTR,ALTR,ALTR,ALTR,,ALTR:US,ALTR,ALTR,ALTR,ALTR,ALTR,ALTR,ALTR,ALTR
165,US_XNAS_ATHE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Alterity Therapeutics Limited,n/a,Health Care,Major Pharmaceuticals,ATHE,ATHE,ATHE,ATHE,ATHE,,ATHE:US,ATHE,ATHE,ATHE,ATHE,ATHE,ATHE,ATHE,ATHE
166,US_XNAS_ALT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Altimmune, Inc.",n/a,Health Care,Major Pharmaceuticals,ALT,ALT,ALT,ALT,ALT,,ALT:US,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT
167,US_XNAS_ASPS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Altisource Portfolio Solutions S.A.,n/a,Consumer Services,Other Consumer Services,ASPS,ASPS,ASPS,ASPS,ASPS,,ASPS:US,ASPS,ASPS,ASPS,ASPS,ASPS,ASPS,ASPS,ASPS
